publisher,dagger,book_review_link,author,primary_isbn10,price,primary_isbn13,sunday_review_link,contributor,first_chapter_link,date,title,age_group,weeks_on_list,num_words_in_title
Harper Voyager,0,,Kim Harrison,,0,9.78E+12,,by Kim Harrison,,9/28/14,THE WITCH WITH NO NAME,NA,1,5
Touchstone,0,,Philippa Gregory,,0,9.78E+12,,by Philippa Gregory,,9/28/14,THE KING'S CURSE,NA,1,4
Nan A. Talese/Doubleday,0,https://www.nytimes.com/2014/09/15/books/in-ian-mcewans-the-children-act-medicine-meets-religion.html,Ian McEwan,,0,9.78E+12,https://www.nytimes.com/2014/09/14/books/review/the-children-act-by-ian-mcewan.html,by Ian McEwan,,9/28/14,THE CHILDREN ACT,NA,1,3
Putnam,0,,Reed Farrel Coleman,698155629,0,9.78E+12,,by Reed Farrel Coleman,,9/28/14,ROBERT B. PARKER'S BLIND SPOT,NA,1,6
Viking,0,https://www.nytimes.com/2014/08/26/books/tana-frenchs-the-secret-place-involves-a-girls-school.html,Tana French,,0,9.78E+12,,by Tana French,,9/21/14,THE SECRET PLACE,NA,1,3
Berkley,0,,Christine Feehan,,0,9.78E+12,,by Christine Feehan,,9/21/14,DARK BLOOD,NA,1,1
Random House,0,https://www.nytimes.com/2014/08/27/books/david-mitchells-the-bone-clocks-explores-a-girls-journey.html,David Mitchell,1400065674,0,9.78E+12,https://www.nytimes.com/2014/08/31/books/review/the-bone-clocks-by-david-mitchell.html,by David Mitchell,,9/21/14,THE BONE CLOCKS,NA,1,3
Atria,0,,Abbi Glines,,0,9.78E+12,,by Abbi Glines,,9/21/14,ONE MORE CHANCE,NA,1,3
St. Martin's,0,,Sherrilyn Kenyon,,0,9.78E+12,,by Sherrilyn Kenyon,,9/21/14,SON OF NO ONE,NA,1,4
Kensington,0,,Fern Michaels,1420134965,0,9.78E+12,,by Fern Michaels,,9/21/14,COUNTDOWN,NA,1,1
Minotaur,0,https://www.nytimes.com/2014/08/29/books/louise-pennys-the-long-way-home.html,Louise Penny,,0,9.78E+12,,by Louise Penny,,9/14/14,THE LONG WAY HOME,NA,1,4
Harlequin Mira,0,,Ron Carr,None,0,9.78E+12,,by Robyn Carr,,9/14/14,THE HOMECOMING,NA,1,1
Jove,0,,Jayne Castle,698140958,0,9.78E+12,,by Jayne Castle,,9/14/14,THE HOT ZONE,NA,1,3
Orbit,0,,Brent Weeks,316235555,0,9.78E+12,,by Brent Weeks,,9/14/14,THE BROKEN EYE,NA,1,3
Kensington,0,,Lisa Jackson,1617735183,0,9.78E+12,,by Lisa Jackson,,9/14/14,CLOSE TO HOME,NA,1,3
Harlequin,0,,Lori Foster,None,0,9.78E+12,,by Lori Foster,,9/14/14,NO LIMITS,NA,1,1
Zebra,0,,Fern Michaels,1420134957,0,9.78E+12,,by Fern Michaels,,9/7/14,UPSIDE DOWN,NA,1,1
Simon & Schuster,0,https://www.nytimes.com/2014/08/22/books/we-are-not-ourselves-an-intense-family-story.html,Matthew Thomas,,0,9.78E+12,https://www.nytimes.com/2014/09/07/books/review/we-are-not-ourselves-by-matthew-thomas.html,by Matthew Thomas,,9/7/14,WE ARE NOT OURSELVES,NA,1,4
Berkley,0,,Maya Banks,None,0,9.78E+12,,by Maya Banks,,8/24/14,TAKING IT ALL,NA,1,3
Gallery,0,,Kresley Cole,1451649967,0,9.78E+12,,by Kresley Cole,,8/24/14,DARK SKYE,NA,1,1
Grand Central,0,,Douglas Preston and Lincoln Child,None,0,9.78E+12,,by Douglas Preston and Lincoln Child,,8/24/14,THE LOST ISLAND,NA,1,3
Viking,0,https://www.nytimes.com/2014/08/08/books/book-review-magicians-land-ends-lev-grossmans-trilogy.html,Lev Grossman,1101633530,0,9.78E+12,https://www.nytimes.com/2014/08/03/books/review/the-magicians-land-by-lev-grossman.html,by Lev Grossman,,8/24/14,THE MAGICIAN'S LAND,NA,1,4
Tor/Tom Doherty,0,,Terry Goodkind,None,0,9.78E+12,,by Terry Goodkind,,8/24/14,SEVERED SOULS,NA,1,1
Dutton,0,,Julie Garwood,,0,9.78E+12,,by Julie Garwood,,8/17/14,FAST TRACK,NA,1,1
St. Martin's Griffin,0,,Kylie Scott,None,0,9.78E+12,,by Kylie Scott,,8/17/14,LEAD,NA,1,1
Ace,0,,Ilona Andrews,698146409,0,9.78E+12,,by Ilona Andrews,,8/17/14,MAGIC BREAKS,NA,1,1
Zebra,0,,Lisa Jackson,None,0,9.78E+12,,by Lisa Jackson,,8/17/14,DESERVES TO DIE,NA,1,3
Morrow/HarperCollins,0,,J A Jance,None,0,9.78E+12,,by J. A. Jance,,8/10/14,REMAINS OF INNOCENCE,NA,1,3
Putnam,0,,Stuart Woods,698154088,0,9.78E+12,,by Stuart Woods,,8/3/14,CUT AND THRUST,NA,1,3
St. Martin's,0,,Iris Johansen and Roy Johansen,1250020530,0,9.78E+12,,by Iris Johansen and Roy Johansen,,8/3/14,SIGHT UNSEEN,NA,1,1
Loveswept/Random House,0,,Tracy Wolff,055339438X,0,9.78E+12,,by Tracy Wolff,,8/3/14,ADDICTED,NA,1,1
Simon & Schuster,0,,James Lee Burke,1476710813,0,9.78E+12,https://www.nytimes.com/2014/08/17/books/review/wayfaring-stranger-by-james-lee-burke.html,by James Lee Burke,,8/3/14,WAYFARING STRANGER,NA,1,1
Laurelin Paige,0,,Laurelin Paige,None,0,9.78E+12,,by Laurelin Paige,,7/27/14,HUDSON,NA,1,1
Grand Central,0,,Anne Rivers Siddons,446565849,0,9.78E+12,,by Anne Rivers Siddons,,7/27/14,THE GIRLS OF AUGUST,NA,1,4
J. Daniels,0,,J Daniels,None,0,A00B00LD6IYUS,,by J. Daniels,,7/27/14,WHERE I BELONG,NA,1,3
Kristen Ashley,0,,Kristen Ashley,None,0,A00B00JXW6GFE,,by Kristen Ashley,,7/27/14,THE PROMISE,NA,1,1
Atria,0,,Jamie McGuire,1476759596,0,9.78E+12,,by Jamie McGuire,,7/20/14,BEAUTIFUL OBLIVION,NA,1,1
Bantam,0,,Dean Koontz,034554594X,0,9.78E+12,,by Dean Koontz,,7/20/14,THE CITY,NA,1,1
Bantam,0,,Dean Koontz,,0,9.78E+12,,by Dean Koontz,,7/20/14,THE NEIGHBOR,NA,1,1
Various publishers,0,,"Raine Miller, Cathryn Fox and others",,0,9.78E+12,,"by Raine Miller, Cathryn Fox and others",,7/20/14,SPICE BOX,NA,1,1
Dell,0,,Mary Balogh,,0,9.78E+12,,by Mary Balogh,,7/20/14,THE ESCAPE,NA,1,1
Berkley,0,,Maya Banks,,0,9.78E+12,,by Maya Banks,,7/13/14,WHEN DAY BREAKS,NA,1,3
Harlequin,0,,Susan Mallery,1460334574,0,9.78E+12,,by Susan Mallery,,7/13/14,UNTIL WE TOUCH,NA,1,3
Delacorte,0,,Karin Slaughter,None,0,9.78E+12,,by Karin Slaughter,,7/13/14,COP TOWN,NA,1,1
Gallery Books,0,,Alice Clayton,,0,9.78E+12,,by Alice Clayton,,7/13/14,RUSTY NAILED,NA,1,1
Zebra/Kensington,0,,Fern Michaels,None,0,9.78E+12,,by Fern Michaels,,7/13/14,KISS AND TELL,NA,1,3
Del Rey,0,,Kevin Hearne,345548493,0,9.78E+12,,by Kevin Hearne,,7/6/14,SHATTERED,NA,1,1
Meredith Wild,0,,Meredith Wild,None,0,A00B00L019TEG,,by Meredith Wild,,7/6/14,HARDLINE,NA,1,1
H. M. Ward,0,,H M Ward,1630350281,0,9.78E+12,,by H. M. Ward,,7/6/14,THE ARRANGEMENT 15,NA,1,3
"Little, Brown",0,,Elin Hilderbrand,,0,9.78E+12,,by Elin Hilderbrand,,6/29/14,THE MATCHMAKER,NA,1,1
Berkley,0,,Laurell K Hamilton,698146638,0,9.78E+12,,by Laurell K. Hamilton,,6/22/14,A SHIVER OF LIGHT,NA,1,4
St. Martin's,0,,Mary Kay Andrews,,0,9.78E+12,,by Mary Kay Andrews,,6/22/14,SAVE THE DATE,NA,1,3
Berkley,0,,Joanna Wylde,,0,9.78E+12,,by Joanna Wylde,,6/22/14,DEVIL'S GAME,NA,1,3
Random House,0,,Alan Furst,679604235,0,9.78E+12,https://www.nytimes.com/2014/07/20/books/review/midnight-in-europe-by-alan-furst.html,by Alan Furst,,6/22/14,MIDNIGHT IN EUROPE,NA,1,3
Random House,0,,Lisa See,,0,9.78E+12,,by Lisa See,,6/22/14,CHINA DOLLS,NA,1,1
Jove,0,,Christine Feehan,None,0,9.78E+12,,by Christine Feehan,,6/15/14,AIR BOUND,NA,1,1
Harlequin,0,,Susan Mallery,1460332954,0,9.78E+12,,by Susan Mallery,,6/15/14,BEFORE WE KISS,NA,1,3
Simon & Schuster,0,,Stephen Hunter,1451640269,0,9.78E+12,,by Stephen Hunter,,6/8/14,SNIPER'S HONOR,NA,1,3
Whitney Williams,0,,Whitney G,990317013,0,9.78E+12,,by Whitney G,,6/8/14,REASONABLE DOUBT: BOOK 2,NA,1,4
Viking,0,,Craig Johnson,698163532,0,9.78E+12,,by Craig Johnson,,6/1/14,ANY OTHER NAME,NA,1,3
Morrow/HarperCollins,0,,James Rollins and Grant Blackwood,62135287,0,9.78E+12,,by James Rollins and Grant Blackwood,,6/1/14,THE KILL SWITCH,NA,1,3
Knopf,0,,Jo Nesbo,None,0,9.78E+12,,by Jo Nesbo,,6/1/14,THE SON,NA,1,1
Roc,0,,Jim Butcher,None,0,9.78E+12,,by Jim Butcher,,6/1/14,STORM FRONT,NA,1,1
Simon & Schuster,0,,Richard Paul Evans,1451628315,0,9.78E+12,,by Richard Paul Evans,,5/25/14,WALKING ON WATER,NA,1,3
Berkley,0,,Maya Banks,,0,9.78E+12,,by Maya Banks,,5/25/14,GIVING IN,NA,1,1
Mia Sheridan,0,,Mia Sheridan,692214844,0,9.78E+12,,by Mia Sheridan,,5/25/14,ARCHER'S VOICE,NA,1,3
Atria,0,,Abbi Glines,1476775958,0,9.78E+12,,by Abbi Glines,,5/25/14,RUSH TOO FAR,NA,1,3
Golden Unicorn,0,,"JS Scott, M Malone and others",1939962447,0,9.78E+12,,"by J.S. Scott, M. Malone and others",,5/25/14,BEYOND DESIRE COLLECTION,NA,1,3
Atria,0,,John Lescroart,1476709203,0,9.78E+12,,by John Lescroart,,5/25/14,THE KEEPER,NA,1,1
Harlequin,0,,Susan Mallery,1460331184,0,9.78E+12,,by Susan Mallery,,5/18/14,WHEN WE MET,NA,1,3
Jasinda Wilder,0,,Jasinda Wilder,None,0,A00B00IRGU5OU,,by Jasinda Wilder,,5/18/14,ALPHA,NA,1,1
St. Martin's,0,,Iris Johansen,None,0,9.78E+12,,by Iris Johansen,,5/18/14,LIVE TO SEE TOMORROW,NA,1,4
Morrow/HarperCollins,0,,Jay Crownover,None,0,9.78E+12,,by Jay Crownover,,5/18/14,NASH,NA,1,1
Harlequin,0,,Gena Showalter,1460331222,0,9.78E+12,,by Gena Showalter,,5/18/14,BURNING DAWN,NA,1,1
Smashwords,0,,"Bella Andre, Barbara Freethy and others",None,0,9.78E+12,,"by Bella Andre, Barbara Freethy and others",,5/18/14,A SWEET LIFE,NA,1,3
Avon/HarperCollins,0,,Stephanie Laurens,62066293,0,9.78E+12,,by Stephanie Laurens,,5/18/14,THE MASTERFUL MR. MONTAGUE,NA,1,4
Knopf,0,,Maeve Binchy,None,0,9.78E+12,,by Maeve Binchy,,5/11/14,CHESTNUT STREET,NA,1,1
Putnam,0,,Amanda Quick,,0,9.78E+12,,by Amanda Quick,,5/11/14,OTHERWISE ENGAGED,NA,1,1
SOS Ladies,0,,"Delilah Devlin, Sharon Hamilton and others",None,0,A00B00J436CN8,,"by Delilah Devlin, Sharon Hamilton and others",,5/11/14,SEALS OF SUMMER,NA,1,3
Harper,0,,Kimberly McCreight,,0,9.78E+12,,by Kimberly McCreight,,5/11/14,RECONSTRUCTING AMELIA,NA,1,1
Dell,0,,Diana Gabaldon,None,0,9.78E+12,,by Diana Gabaldon,,5/4/14,THE SPACE BETWEEN,NA,1,3
Kristen Ashley,0,,Kristen Ashley,None,0,A00B00HYIF9FW,,by Kristen Ashley,,4/27/14,THE WILL,NA,1,1
Morrow/HarperCollins,0,,Wiley Cash,62088246,0,9.78E+12,https://www.nytimes.com/2012/05/27/books/review/the-yard-by-alex-grecian-and-more.html,by Wiley Cash,,4/27/14,A LAND MORE KIND THAN HOME,NA,1,6
Berkley Sensation,0,,Jennifer Ashley,None,0,9.78E+12,,by Jennifer Ashley,,4/20/14,WILD WOLF,NA,1,1
Ballantine,0,,Debbie Macomber,345549864,0,9.78E+12,,by Debbie Macomber,,4/13/14,BLOSSOM STREET BRIDES,NA,1,3
Carina Press,0,,Marie Force,142689807X,0,9.78E+12,,by Marie Force,,4/13/14,FATAL JEOPARDY,NA,1,1
Vintage,0,,Rob Thomas and Jennifer Graham,804170711,0,9.78E+12,,by Rob Thomas and Jennifer Graham,,4/13/14,VERONICA MARS: THE THOUSAND-DOLLAR TAN LINE,NA,1,7
Harlequin Mira,0,,Ron Carr,1460328612,0,9.78E+12,,by Robyn Carr,,4/13/14,FOUR FRIENDS,NA,1,1
St. Martin's,0,,Jane Green,1466842032,0,9.78E+12,,by Jane Green,,4/13/14,TEMPTING FATE,NA,1,1
Atria,0,,Colleen Hoover,,0,9.78E+12,,by Colleen Hoover,,4/6/14,MAYBE SOMEDAY,NA,1,1
Harper Perennial,0,https://www.nytimes.com/2012/06/08/books/beautiful-ruins-by-jess-walter.html,Jess Walter,006209808X,0,9.78E+12,https://www.nytimes.com/2012/07/08/books/review/beautiful-ruins-a-novel-by-jess-walter.html,by Jess Walter,,4/6/14,BEAUTIFUL RUINS,NA,1,1
Doubleday,0,,Terry Pratchett,038553826X,0,9.78E+12,,by Terry Pratchett,,4/6/14,RAISING STEAM,NA,1,1
Minotaur,0,,Olen Steinhauer,,0,9.78E+12,https://www.nytimes.com/2014/03/23/books/review/the-cairo-affair-by-olen-steinhauer.html,by Olen Steinhauer,,4/6/14,THE CAIRO AFFAIR,NA,1,3
Grand Central,0,,Jean Hanff Korelitz,1455599506,0,9.78E+12,,by Jean Hanff Korelitz,,4/6/14,YOU SHOULD HAVE KNOWN,NA,1,4
Harlequin,0,,Sylvia Day,1459245997,0,9.78E+12,,by Sylvia Day,,3/30/14,AFTERSHOCK,NA,1,1
Putnam,0,,C J Box,698150171,0,9.78E+12,,by C. J. Box,,3/30/14,STONE COLD,NA,1,1
JKB,0,,K Bromberg,989450244,0,9.78E+12,,by K. Bromberg,,3/23/14,CRASHED,NA,1,1
Oak Press,0,,Bella Andre,None,0,9.78E+12,,by Bella Andre,,3/23/14,JUST TO BE WITH YOU,NA,1,5
Debbie Macomber Books,0,,Debbie Macomber,None,0,9.78E+12,,by Debbie Macomber,,3/16/14,FRIENDS ‰ÛÓ AND THEN SOME,NA,1,4
HarperVoyager,0,,Kim Harrison,62300156,0,9.78E+12,,by Kim Harrison,,3/16/14,THE UNDEAD POOL,NA,1,3
Atria,0,,Abbi Glines,1476756562,0,9.78E+12,,by Abbi Glines,,3/16/14,TAKE A CHANCE,NA,1,3
H. M. Ward Press,0,,H M Ward,None,0,9.78E+12,,by H. M. Ward,,3/16/14,THE ARRANGEMENT 14,NA,1,3
Kensington,0,,Joanne Fluke,758280394,0,9.78E+12,,by Joanne Fluke,,3/16/14,BLACKBERRY PIE MURDER,NA,1,3
Avon/HarperCollins,0,,Lynsay Sands,62078097,0,9.78E+12,,by Lynsay Sands,,3/9/14,VAMPIRE MOST WANTED,NA,1,3
Grand Central,0,,Jill Shalvis,1455521140,0,9.78E+12,,by Jill Shalvis,,3/9/14,ONCE IN A LIFETIME,NA,1,4
Tor/Tom Doherty,0,,David Weber,,0,9.78E+12,,by David Weber,,3/9/14,LIKE A MIGHTY ARMY,NA,1,4
Touchstone,0,,J A Jance,None,0,9.78E+12,,by J. A. Jance,,3/9/14,MOVING TARGET,NA,1,1
Vintage Crime/Black Lizard,0,,Jo Nesbo,345807162,0,9.78E+12,,by Jo Nesbo,,3/2/14,COCKROACHES,NA,1,1
Putnam,0,,Alex Berenson,None,0,9.78E+12,,by Alex Berenson,,3/2/14,THE COUNTERFEIT AGENT,NA,1,3
HarperCollins,0,,Tara Conklin,62207520,0,9.78E+12,,by Tara Conklin,,3/2/14,THE HOUSE GIRL,NA,1,3
Copper Key Media,0,,KM Scott,None,0,9.78E+12,,by K.M. Scott,,3/2/14,GIVE IN TO ME,NA,1,4
Berkley,0,,Maya Banks,,0,9.78E+12,,by Maya Banks,,2/23/14,LETTING GO,NA,1,1
Morrow/HarperCollins,0,,J Lynn,,0,9.78E+12,,by J. Lynn,,2/23/14,BE WITH ME,NA,1,3
Laree Bailey,0,,H M Ward,1630350141,0,9.78E+12,,by H. M. Ward,,2/23/14,THE ARRANGEMENT 13,NA,1,3
Forever,0,,Kristen Ashley,None,0,9.78E+12,,by Kristen Ashley,,2/23/14,KALEIDOSCOPE,NA,1,1
Berkley,0,,Lora Leigh,None,0,9.78E+12,,by Lora Leigh,,2/23/14,RULE BREAKER,NA,1,1
Berkley Sensation,0,,Marie Force,,0,9.78E+12,,by Marie Force,,2/23/14,ALL YOU NEED IS LOVE,NA,1,5
Avon/HarperCollins,0,,Jeaniene Frost,,0,9.78E+12,,by Jeaniene Frost,,2/16/14,UP FROM THE GRAVE,NA,1,4
St. Martin's,0,,Jeffrey Archer,None,0,9.78E+12,,by Jeffrey Archer,,2/16/14,ONLY TIME WILL TELL,NA,1,4
Berkley,0,,Joanna Wylde,None,0,9.78E+12,,by Joanna Wylde,,2/16/14,REAPER'S LEGACY,NA,1,3
Harlequin Mira,0,,Sherryl Woods,1460325273,0,9.78E+12,,by Sherryl Woods,,2/16/14,HOME TO SEAVIEW KEY,NA,1,4
St. Martin's,0,,Jeffrey Archer,1429949031,0,9.78E+12,,by Jeffrey Archer,,2/16/14,THE SINS OF THE FATHER,NA,1,5
Laurens Publishing,0,,Kathleen Brooks,None,0,9.78E+12,,by Kathleen Brooks,,2/9/14,FINAL VOW,NA,1,1
Pocket Star,0,,Kresley Cole,None,0,9.78E+12,,by Kresley Cole,,2/9/14,"THE PROFESSIONAL, PART 3",NA,1,4
Pocket Books,0,,VC Andrews,1451636946,0,9.78E+12,,by V.C. Andrews,,2/9/14,FLOWERS IN THE ATTIC,NA,1,4
HarperCollins,0,https://www.nytimes.com/2013/05/07/books/the-golem-and-the-jinni-a-novel-by-helene-wecker.html,Helene Wecker,62110853,0,9.78E+12,https://www.nytimes.com/2013/05/19/books/review/the-golem-and-the-jinni-by-helene-wecker.html,by Helene Wecker,,2/9/14,THE GOLEM AND THE JINNI,NA,1,5
Sprigleaf,0,,Annette Blair and others,None,0,9.78E+12,,by Annette Blair and others,,2/2/14,SCANDALOUS BRIDES,NA,1,1
Dutton,0,,Brad Taylor,,0,9.78E+12,,by Brad Taylor,,2/2/14,THE POLARIS PROTOCOL,NA,1,3
Delacorte,0,,Alan Bradley,,0,9.78E+12,,by Alan Bradley,,2/2/14,THE DEAD IN THEIR VAULTED ARCHES,NA,1,6
Berkley,0,,Christine Feehan,None,0,9.78E+12,,by Christine Feehan,,1/26/14,DARK WOLF,NA,1,1
Berkley,0,,Maya Banks,None,0,9.78E+12,,by Maya Banks,,1/26/14,AFTER THE STORM,NA,1,3
Putnam,0,,Jayne Ann Krentz,,0,9.78E+12,,by Jayne Ann Krentz,,1/26/14,RIVER ROAD,NA,1,1
Morrow/HarperCollins,0,,Jay Crownover,62302396,0,9.78E+12,,by Jay Crownover,,1/26/14,ROME,NA,1,1
Bantam,0,,J Kenner,,0,9.78E+12,,by J. Kenner,,1/26/14,WANTED,NA,1,1
Harper,0,,Bernard Cornwell,006219934X,0,9.78E+12,,by Bernard Cornwell,,1/26/14,THE PAGAN LORD,NA,1,3
Harlequin,0,,Linda Lael Miller,1460323769,0,9.78E+12,,by Linda Lael Miller,,1/19/14,BIG SKY SECRETS,NA,1,3
Putnam,0,,W E B Griffin and William E Butterworth IV,,0,9.78E+12,,by W. E. B. Griffin and William E. Butterworth IV,,1/19/14,HAZARDOUS DUTY,NA,1,1
Atria,0,,Jamie McGuire,1476759553,0,9.78E+12,,by Jamie McGuire,,12/29/13,A BEAUTIFUL WEDDING,NA,1,3
Ellora's Cave,0,,Laurann Dohner,None,0,9.78E+12,,by Laurann Dohner,,12/29/13,TRUE,NA,1,1
Berkley,0,,Sylvain Reynard,,0,9.78E+12,,by Sylvain Reynard,,12/22/13,GABRIEL'S REDEMPTION,NA,1,3
Bantam,0,,J Kenner,804180423,0,9.78E+12,,by J. Kenner,,12/22/13,TAKE ME,NA,1,1
Forever,0,,Jessica Sorensen,None,0,9.78E+12,,by Jessica Sorensen,,12/22/13,THE EVER AFTER OF ELLA AND MICHA,NA,1,7
Gallery Books,0,,Katy Evans,None,0,9.78E+12,,by Katy Evans,,12/15/13,REMY,NA,1,1
Sandi Lynn,0,,Sandi Lynn,None,0,A00B00DQC67EW,,by Sandi Lynn,,12/15/13,FOREVER US,NA,1,1
Harper,0,,Adriana Trigiani,,0,9.78E+12,,by Adriana Trigiani,,12/15/13,THE SUPREME MACARONI COMPANY,NA,1,4
Simon & Schuster,0,,Christina Lauren,1476751749,0,9.78E+12,,by Christina Lauren,,12/8/13,BEAUTIFUL BEGINNING,NA,1,1
Gossamer,0,,Melody Anne,1938786947,0,9.78E+12,,by Melody Anne,,12/1/13,SCORCHED,NA,1,1
Grand Central,0,,J A Redmerski,1455549010,0,9.78E+12,,by J. A. Redmerski,,11/24/13,THE EDGE OF ALWAYS,NA,1,4
Simon & Schuster,0,,Katy Evans,,0,9.78E+12,,by Katy Evans,,11/24/13,MINE,NA,1,1
Pantheon,0,,Alexander McCall Smith,None,0,9.78E+12,,by Alexander McCall Smith,,11/24/13,THE MINOR ADJUSTMENT BEAUTY SALON,NA,1,5
Bantam,0,,Dean Koontz,804178615,0,9.78E+12,,by Dean Koontz,,11/24/13,WILDERNESS,NA,1,1
Ace,0,,Charlaine Harris,None,0,9.78E+12,,by Charlaine Harris,,11/17/13,AFTER DEAD,NA,1,1
Simon & Schuster,0,,Christina Lauren,1476751412,0,9.78E+12,,by Christina Lauren,,11/17/13,BEAUTIFUL PLAYER,NA,1,1
HarperCollins,0,,Julia Quinn,62072935,0,9.78E+12,,by Julia Quinn,,11/17/13,THE SUM OF ALL KISSES,NA,1,5
Harlequin,0,,Diana Palmer,1460320891,0,9.78E+12,,by Diana Palmer,,11/17/13,WYOMING BOLD,NA,1,1
Howard Books,0,,Karen Kingsbury,,0,9.78E+12,,by Karen Kingsbury,,11/17/13,FIFTEEN MINUTES,NA,1,1
Grand Central,0,,Jessica Sorensen,1455574902,0,9.78E+12,,by Jessica Sorensen,,11/10/13,THE TEMPTATION OF LILA AND ETHAN,NA,1,6
Dutton,0,,Elizabeth George,,0,9.78E+12,,by Elizabeth George,,11/3/13,JUST ONE EVIL ACT,NA,1,4
Ballantine,0,,Kristin Hannah,345464249,0,9.78E+12,,by Kristin Hannah,,11/3/13,BETWEEN SISTERS,NA,1,1
Knopf,0,,Jo Nesbo,307960501,0,9.78E+12,,by Jo Nesbo,,11/3/13,POLICE,NA,1,1
Knopf,0,,Anne Rice,,0,9.78E+12,,by Anne Rice,,11/3/13,THE WOLVES OF MIDWINTER,NA,1,4
Ballantine,0,,Debbie Macomber,345545524,0,9.78E+12,,by Debbie Macomber,,10/27/13,STARRY NIGHT,NA,1,1
Knopf/McSweeney‰Ûªs,0,https://www.nytimes.com/2013/10/04/books/the-circle-dave-eggerss-new-novel.html,Dave Eggers,385351402,0,9.78E+12,https://www.nytimes.com/2013/11/03/books/review/the-circle-by-dave-eggers.html,by Dave Eggers,,10/27/13,THE CIRCLE,NA,1,1
Vi Keeland,0,,Vi Keeland,None,0,A00B00FLG5B9S,,by Vi Keeland,,10/27/13,WORTH THE FIGHT,NA,1,3
Tijan,0,,Tijan,None,0,A00B00FIOBPC0,,by Tijan,,10/27/13,CARTER REED,NA,1,1
St. Martin's,0,,Iris Johansen,None,0,9.78E+12,,by Iris Johansen,,10/20/13,SILENCING EVE,NA,1,1
Grand Central,0,,Jeffery Deaver,1455576662,0,9.78E+12,,by Jeffery Deaver,,10/20/13,THE OCTOBER LIST,NA,1,3
New American Library,0,,Tara Sue Me,None,0,9.78E+12,,by Tara Sue Me,,10/20/13,THE TRAINING,NA,1,1
New American Library,0,,J R Ward,None,0,9.78E+12,,by J. R. Ward,,10/20/13,POSSESSION,NA,1,1
Atria,0,,Abbi Glines,1476756538,0,9.78E+12,,by Abbi Glines,,10/13/13,SIMPLE PERFECTION,NA,1,1
Avon/HarperCollins,0,,Lynsay Sands,None,0,9.78E+12,,by Lynsay Sands,,10/13/13,ONE LUCKY VAMPIRE,NA,1,3
Harlequin,0,,Susan Mallery,None,0,9.78E+12,,by Susan Mallery,,10/13/13,CHRISTMAS ON 4TH STREET,NA,1,4
Grand Central,0,,Jill Shalvis,None,0,9.78E+12,,by Jill Shalvis,,10/13/13,ALWAYS ON MY MIND,NA,1,4
Hyperion,0,,Richard Castle,140130592X,0,9.78E+12,,by Richard Castle,,10/6/13,DEADLY HEAT,NA,1,1
Jen McLaughlin,0,,Jen McLaughlin,None,0,9.78E+12,,by Jen McLaughlin,,10/6/13,OUT OF LINE,NA,1,3
Penguin Press,0,https://www.nytimes.com/2013/09/11/books/bleeding-edge-a-9-11-novel-by-thomas-pynchon.html,Thomas Pynchon,1594204233,0,9.78E+12,https://www.nytimes.com/2013/09/15/books/review/bleeding-edge-by-thomas-pynchon.html,by Thomas Pynchon,,10/6/13,BLEEDING EDGE,NA,1,1
Putnam,0,,Michael Brandman,,0,9.78E+12,,by Michael Brandman,,9/29/13,ROBERT B. PARKER‰ÛªS DAMNED IF YOU DO,NA,1,8
Zebra/Kensington,0,,Fern Michaels,1420127950,0,9.78E+12,,by Fern Michaels,,9/29/13,THE SCOOP,NA,1,1
St. Martin's,0,,Sherrilyn Kenyon,None,0,9.78E+12,,by Sherrilyn Kenyon,,9/22/13,STYXX,NA,1,1
Berkley,0,,Christine Feehan,None,0,9.78E+12,,by Christine Feehan,,9/22/13,DARK LYCAN,NA,1,1
Gossamer,0,,Melody Anne,1938786858,0,9.78E+12,,by Melody Anne,,9/22/13,SEDUCED,NA,1,1
Laree Bailey,0,,HM Ward,None,0,9.78E+12,,by  H.M. Ward,,9/22/13,STRIPPED,NA,1,1
Berkley,0,,M Leighton,None,0,9.78E+12,,by M. Leighton,,9/22/13,EVERYTHING FOR US,NA,1,3
Minotaur,0,,Louise Penny,1466834706,0,9.78E+12,,by Louise Penny,,9/15/13,HOW THE LIGHT GETS IN,NA,1,5
Scribner,0,,Kathy Reichs,,0,9.78E+12,,by Kathy Reichs,,9/15/13,BONES OF THE LOST,NA,1,4
Jove,0,,Jayne Castle,None,0,9.78E+12,,by Jayne Castle,,9/15/13,DECEPTION COVE,NA,1,1
Harlequin,0,,Linda Lael Miller,1460318064,0,9.78E+12,,by Linda Lael Miller,,9/15/13,BIG SKY WEDDING,NA,1,3
Grand Central Publishing,0,,Sandra Brown,None,0,9.78E+12,,by Sandra Brown,,9/15/13,EXCLUSIVE,NA,1,1
Random House,0,,Marisha Pessl,679643915,0,9.78E+12,,by Marisha Pessl,,9/8/13,NIGHT FILM,NA,1,1
Bloomsbury,0,,Samantha Shannon,1620401401,0,9.78E+12,,by Samantha Shannon,,9/8/13,THE BONE SEASON,NA,1,3
Maya Cross,0,,Maya Cross,None,0,2.94E+12,,by Maya Cross,,9/8/13,UNLOCKED,NA,1,1
Tor/Tom Doherty,0,,Terry Goodkind,1466826274,0,9.78E+12,,by Terry Goodkind,,9/8/13,THE THIRD KINGDOM,NA,1,3
Random House,0,,Debbie Macomber,None,0,9.78E+12,,by Debbie Macomber,,9/1/13,ROSE HARBOR IN BLOOM,NA,1,4
